Code,Area,Period,Mean_Price,Median_Price
E09000031,Waltham Forest,Year ending Jun 2001,112765.22747,105000.0
E09000032,Wandsworth,Year ending Jun 2001,247841.28892,193000.0
E09000033,Westminster,Year ending Jun 2001,397025.94926,265000.0
E12000001,North East,Year ending Jun 2001,63006.172561,52500.0
E12000002,North West,Year ending Jun 2001,72658.637846,58000.0
E12000003,Yorkshire And The Humber,Year ending Jun 2001,70321.916481,58000.0
E12000004,East Midlands,Year ending Jun 2001,80301.973689,65950.0
E12000005,West Midlands,Year ending Jun 2001,88546.892136,70500.0
E12000006,East of England,Year ending Jun 2001,116329.33896,92000.0
E12000007,London,Year ending Jun 2001,196785.83345,145000.0
E12000008,South East,Year ending Jun 2001,148755.58557,119000.0
E12000009,South West,Year ending Jun 2001,111241.47369,89950.0
E92000001,England,Year ending Jun 2001,114523.87841,86000.0
W92000004,Wales,Year ending Jun 2001,69275.68844,58000.0
K04000001,England And Wales,Year ending Jun 2001,112352.02882,84950.0
E09000001,City of London,Year ending Sep 2001,285684.57623,235000.0
E09000002,Barking and Dagenham,Year ending Sep 2001,91286.602164,86000.0
E09000003,Barnet,Year ending Sep 2001,214893.88646,170000.0
E09000004,Bexley,Year ending Sep 2001,122119.85053,112500.0
E09000005,Brent,Year ending Sep 2001,171172.48512,154000.0
E09000006,Bromley,Year ending Sep 2001,177342.02887,147500.0
E09000007,Camden,Year ending Sep 2001,335540.43702,249000.0
E09000008,Croydon,Year ending Sep 2001,140551.2056,123500.0
E09000009,Ealing,Year ending Sep 2001,194377.2068,159950.0
E09000010,Enfield,Year ending Sep 2001,149615.01252,125000.0
E09000011,Greenwich,Year ending Sep 2001,145258.30404,119000.0
E09000012,Hackney,Year ending Sep 2001,173207.83559,153500.0
E09000013,Hammersmith and Fulham,Year ending Sep 2001,306661.39688,240000.0
E09000014,Haringey,Year ending Sep 2001,188668.55584,145000.0
E09000015,Harrow,Year ending Sep 2001,181404.36504,160000.0
E09000016,Havering,Year ending Sep 2001,133763.21357,119000.0
E09000017,Hillingdon,Year ending Sep 2001,154231.31959,136000.0
E09000018,Hounslow,Year ending Sep 2001,186018.59574,143000.0
E09000019,Islington,Year ending Sep 2001,260581.86973,215000.0
E09000020,Kensington and Chelsea,Year ending Sep 2001,580534.21985,365000.0
E09000021,Kingston upon Thames,Year ending Sep 2001,198861.53449,165000.0
E09000022,Lambeth,Year ending Sep 2001,206979.02202,170000.0
E09000023,Lewisham,Year ending Sep 2001,132212.96827,118000.0
E09000024,Merton,Year ending Sep 2001,201089.35995,153000.0
E09000025,Newham,Year ending Sep 2001,109827.11437,105000.0
E09000026,Redbridge,Year ending Sep 2001,148546.39205,132000.0
E09000027,Richmond upon Thames,Year ending Sep 2001,299912.43532,225000.0
E09000028,Southwark,Year ending Sep 2001,207357.83233,176000.0
E09000029,Sutton,Year ending Sep 2001,151108.1785,128500.0
E09000030,Tower Hamlets,Year ending Sep 2001,205431.54278,180000.0
E09000031,Waltham Forest,Year ending Sep 2001,117904.4148,112500.0
E09000032,Wandsworth,Year ending Sep 2001,249812.91072,199999.0
E09000033,Westminster,Year ending Sep 2001,408726.3252,275100.0
E12000001,North East,Year ending Sep 2001,64749.618096,53500.0
E12000002,North West,Year ending Sep 2001,75122.622514,59950.0
E12000003,Yorkshire And The Humber,Year ending Sep 2001,72077.731003,59000.0
E12000004,East Midlands,Year ending Sep 2001,82833.843822,68000.0
E12000005,West Midlands,Year ending Sep 2001,91644.430759,73500.0
E12000006,East of England,Year ending Sep 2001,120726.90462,95250.0
E12000007,London,Year ending Sep 2001,202906.20265,150000.0
E12000008,South East,Year ending Sep 2001,153360.09501,123000.0
E12000009,South West,Year ending Sep 2001,115628.42399,93000.0
E92000001,England,Year ending Sep 2001,118695.13128,89950.0
W92000004,Wales,Year ending Sep 2001,71476.69576,59950.0
K04000001,England And Wales,Year ending Sep 2001,116450.02384,87950.0
E09000001,City of London,Year ending Dec 2001,266276.75335,237500.0
E09000002,Barking and Dagenham,Year ending Dec 2001,94451.10846,89500.0
E09000003,Barnet,Year ending Dec 2001,220955.32354,174975.0
E09000004,Bexley,Year ending Dec 2001,126215.9695,116972.5
E09000005,Brent,Year ending Dec 2001,175865.03763,158000.0
E09000006,Bromley,Year ending Dec 2001,182175.83513,152725.0
E09000007,Camden,Year ending Dec 2001,339287.76445,249995.0
E09000008,Croydon,Year ending Dec 2001,144254.40943,126000.0
E09000009,Ealing,Year ending Dec 2001,196261.46816,163000.0
E09000010,Enfield,Year ending Dec 2001,154918.13683,130000.0
E09000011,Greenwich,Year ending Dec 2001,148820.93223,123995.0
E09000012,Hackney,Year ending Dec 2001,178984.32402,160000.0
E09000013,Hammersmith and Fulham,Year ending Dec 2001,306977.38503,245000.0
E09000014,Haringey,Year ending Dec 2001,193583.32215,150000.0
E09000015,Harrow,Year ending Dec 2001,185011.49575,165000.0
E09000016,Havering,Year ending Dec 2001,136554.15403,122500.0
E09000017,Hillingdon,Year ending Dec 2001,158025.50573,140000.0
E09000018,Hounslow,Year ending Dec 2001,189187.20828,148500.0
E09000019,Islington,Year ending Dec 2001,260959.25157,216800.0
E09000020,Kensington and Chelsea,Year ending Dec 2001,583951.88583,363000.0
E09000021,Kingston upon Thames,Year ending Dec 2001,201931.45603,170000.0
E09000022,Lambeth,Year ending Dec 2001,212197.66994,174200.0
E09000023,Lewisham,Year ending Dec 2001,136124.60135,122000.0
E09000024,Merton,Year ending Dec 2001,204604.04898,160000.0
E09000025,Newham,Year ending Dec 2001,117223.32363,112000.0
E09000026,Redbridge,Year ending Dec 2001,155125.16724,138000.0
E09000027,Richmond upon Thames,Year ending Dec 2001,300995.28535,227000.0
E09000028,Southwark,Year ending Dec 2001,209573.88849,180000.0
E09000029,Sutton,Year ending Dec 2001,153408.28065,132500.0
E09000030,Tower Hamlets,Year ending Dec 2001,208595.81651,184950.0
E09000031,Waltham Forest,Year ending Dec 2001,123846.18335,118000.0
E09000032,Wandsworth,Year ending Dec 2001,252378.16654,204000.0
E09000033,Westminster,Year ending Dec 2001,410251.13801,280000.0
E12000001,North East,Year ending Dec 2001,66107.790223,55000.0
E12000002,North West,Year ending Dec 2001,76907.660997,60000.0
E12000003,Yorkshire And The Humber,Year ending Dec 2001,73679.867813,59950.0
E12000004,East Midlands,Year ending Dec 2001,85094.203544,70000.0
E12000005,West Midlands,Year ending Dec 2001,94235.270172,75950.0
E12000006,East of England,Year ending Dec 2001,124522.63891,99995.0
E12000007,London,Year ending Dec 2001,204828.68992,155000.0
E12000008,South East,Year ending Dec 2001,156452.40725,126000.0
E12000009,South West,Year ending Dec 2001,118879.48358,96250.0
E92000001,England,Year ending Dec 2001,121081.95294,92000.0
W92000004,Wales,Year ending Dec 2001,73324.053618,60000.0
K04000001,England And Wales,Year ending Dec 2001,118789.32492,90000.0
E09000001,City of London,Year ending Mar 2002,255966.73164,230000.0
E09000002,Barking and Dagenham,Year ending Mar 2002,97705.821788,93000.0
E09000003,Barnet,Year ending Mar 2002,228523.52162,180000.0
E09000004,Bexley,Year ending Mar 2002,129499.18293,119997.5
E09000005,Brent,Year ending Mar 2002,181499.82573,161500.0
E09000006,Bromley,Year ending Mar 2002,185379.98027,156000.0
E09000007,Camden,Year ending Mar 2002,342393.25383,250000.0
E09000008,Croydon,Year ending Mar 2002,149160.09877,130000.0
E09000009,Ealing,Year ending Mar 2002,201281.99279,167000.0
E09000010,Enfield,Year ending Mar 2002,158128.56454,132000.0
E09000011,Greenwich,Year ending Mar 2002,154363.67055,127710.0
E09000012,Hackney,Year ending Mar 2002,183968.88578,165000.0
E09000013,Hammersmith and Fulham,Year ending Mar 2002,311027.91306,247000.0
E09000014,Haringey,Year ending Mar 2002,195032.46853,152700.0
E09000015,Harrow,Year ending Mar 2002,191403.48866,170000.0
E09000016,Havering,Year ending Mar 2002,140222.94244,125500.0
E09000017,Hillingdon,Year ending Mar 2002,160819.63212,144950.0
E09000018,Hounslow,Year ending Mar 2002,194543.65616,153000.0
E09000019,Islington,Year ending Mar 2002,268916.65593,220000.0
E09000020,Kensington and Chelsea,Year ending Mar 2002,590205.46772,365000.0
E09000021,Kingston upon Thames,Year ending Mar 2002,205869.19786,175000.0
E09000022,Lambeth,Year ending Mar 2002,215687.3576,175000.0
E09000023,Lewisham,Year ending Mar 2002,140731.66823,125000.0
E09000024,Merton,Year ending Mar 2002,205113.44701,163000.0
E09000025,Newham,Year ending Mar 2002,122614.5355,118000.0
E09000026,Redbridge,Year ending Mar 2002,159695.08042,142500.0
E09000027,Richmond upon Thames,Year ending Mar 2002,303565.81593,232500.0
E09000028,Southwark,Year ending Mar 2002,210746.26781,180000.0
E09000029,Sutton,Year ending Mar 2002,155900.44268,135000.0
E09000030,Tower Hamlets,Year ending Mar 2002,210665.65902,187000.0
E09000031,Waltham Forest,Year ending Mar 2002,129445.36535,123000.0
E09000032,Wandsworth,Year ending Mar 2002,254088.24193,205000.0
E09000033,Westminster,Year ending Mar 2002,414743.96938,290000.0
E12000001,North East,Year ending Mar 2002,67374.704331,56000.0
E12000002,North West,Year ending Mar 2002,78392.728358,61950.0
E12000003,Yorkshire And The Humber,Year ending Mar 2002,75484.47762,60000.0
E12000004,East Midlands,Year ending Mar 2002,87314.253777,72000.0
E12000005,West Midlands,Year ending Mar 2002,96353.469548,78000.0
E12000006,East of England,Year ending Mar 2002,128169.11147,105000.0
E12000007,London,Year ending Mar 2002,208414.99644,159000.0
E12000008,South East,Year ending Mar 2002,159553.48521,129000.0
E12000009,South West,Year ending Mar 2002,122601.06311,99995.0
E92000001,England,Year ending Mar 2002,123387.18062,95000.0
W92000004,Wales,Year ending Mar 2002,75146.773141,61500.0
K04000001,England And Wales,Year ending Mar 2002,121026.95045,92500.0
E09000001,City of London,Year ending Jun 2002,244239.0597,225000.0
E09000002,Barking and Dagenham,Year ending Jun 2002,102893.15328,99000.0
E09000003,Barnet,Year ending Jun 2002,236210.29061,187000.0
E09000004,Bexley,Year ending Jun 2002,135771.91297,125000.0
E09000005,Brent,Year ending Jun 2002,188693.89043,168000.0
E09000006,Bromley,Year ending Jun 2002,190907.03266,160500.0
E09000007,Camden,Year ending Jun 2002,349902.10617,250000.0
E09000008,Croydon,Year ending Jun 2002,156137.91422,136000.0
E09000009,Ealing,Year ending Jun 2002,207530.23692,172133.0
E09000010,Enfield,Year ending Jun 2002,162456.32047,137000.0
E09000011,Greenwich,Year ending Jun 2002,161006.01677,134995.0
E09000012,Hackney,Year ending Jun 2002,188965.09943,170000.0
E09000013,Hammersmith and Fulham,Year ending Jun 2002,326447.14007,250000.0
E09000014,Haringey,Year ending Jun 2002,201512.90112,159950.0
E09000015,Harrow,Year ending Jun 2002,198542.91892,178000.0
E09000016,Havering,Year ending Jun 2002,146504.64329,130000.0
E09000017,Hillingdon,Year ending Jun 2002,167535.40108,150000.0
E09000018,Hounslow,Year ending Jun 2002,201927.58626,160000.0
E09000019,Islington,Year ending Jun 2002,274398.89113,225000.0
E09000020,Kensington and Chelsea,Year ending Jun 2002,607164.00691,378050.0
E09000021,Kingston upon Thames,Year ending Jun 2002,212810.64973,181000.0
E09000022,Lambeth,Year ending Jun 2002,219407.35626,180000.0
E09000023,Lewisham,Year ending Jun 2002,147249.01775,130000.0
E09000024,Merton,Year ending Jun 2002,214756.6163,171000.0
E09000025,Newham,Year ending Jun 2002,130161.10956,125000.0
E09000026,Redbridge,Year ending Jun 2002,166520.38484,149000.0
E09000027,Richmond upon Thames,Year ending Jun 2002,309606.84872,237225.0
E09000028,Southwark,Year ending Jun 2002,213760.47724,183950.0
E09000029,Sutton,Year ending Jun 2002,162869.63491,142000.0
E09000030,Tower Hamlets,Year ending Jun 2002,213808.11872,192000.0
E09000031,Waltham Forest,Year ending Jun 2002,137053.31517,130000.0
E09000032,Wandsworth,Year ending Jun 2002,262604.93398,215000.0
E09000033,Westminster,Year ending Jun 2002,426734.54115,300000.0
E12000001,North East,Year ending Jun 2002,69809.940505,57800.0
E12000002,North West,Year ending Jun 2002,81004.790602,64950.0
E12000003,Yorkshire And The Humber,Year ending Jun 2002,78504.725444,64000.0
E12000004,East Midlands,Year ending Jun 2002,91000.895142,75000.0
E12000005,West Midlands,Year ending Jun 2002,100050.54338,80950.0
E12000006,East of England,Year ending Jun 2002,133639.46817,110000.0
E12000007,London,Year ending Jun 2002,215698.82125,165000.0
E12000008,South East,Year ending Jun 2002,164942.54744,134000.0
E12000009,South West,Year ending Jun 2002,128365.82249,107500.0
E92000001,England,Year ending Jun 2002,127812.23264,99000.0
W92000004,Wales,Year ending Jun 2002,77974.24423,64950.0
K04000001,England And Wales,Year ending Jun 2002,125338.46282,96950.0
E09000001,City of London,Year ending Sep 2002,261105.25278,240000.0
E09000002,Barking and Dagenham,Year ending Sep 2002,110958.96163,107000.0
E09000003,Barnet,Year ending Sep 2002,251457.04479,196500.0
E09000004,Bexley,Year ending Sep 2002,143049.188,132000.0
E09000005,Brent,Year ending Sep 2002,198419.96304,179000.0
E09000006,Bromley,Year ending Sep 2002,200573.5893,170000.0
E09000007,Camden,Year ending Sep 2002,366647.41523,271000.0
E09000008,Croydon,Year ending Sep 2002,163704.02941,143000.0
E09000009,Ealing,Year ending Sep 2002,217202.57703,181250.0
E09000010,Enfield,Year ending Sep 2002,170193.30832,145000.0
E09000011,Greenwich,Year ending Sep 2002,169424.2189,142500.0
E09000012,Hackney,Year ending Sep 2002,197249.4942,175000.0
E09000013,Hammersmith and Fulham,Year ending Sep 2002,334481.03451,250000.0
E09000014,Haringey,Year ending Sep 2002,216725.2812,170000.0
E09000015,Harrow,Year ending Sep 2002,209455.85148,187000.0
E09000016,Havering,Year ending Sep 2002,155421.06555,138000.0
E09000017,Hillingdon,Year ending Sep 2002,176332.41668,159000.0
E09000018,Hounslow,Year ending Sep 2002,208112.35039,167600.0
E09000019,Islington,Year ending Sep 2002,284173.52827,235000.0
E09000020,Kensington and Chelsea,Year ending Sep 2002,610063.46701,390000.0
E09000021,Kingston upon Thames,Year ending Sep 2002,223582.94416,189975.0
E09000022,Lambeth,Year ending Sep 2002,226830.42064,187950.0
E09000023,Lewisham,Year ending Sep 2002,154680.06526,138000.0
E09000024,Merton,Year ending Sep 2002,226402.83777,179000.0
E09000025,Newham,Year ending Sep 2002,138520.20485,133000.0
E09000026,Redbridge,Year ending Sep 2002,176354.61667,159000.0
E09000027,Richmond upon Thames,Year ending Sep 2002,314194.61954,245000.0
E09000028,Southwark,Year ending Sep 2002,218207.24574,187972.5
E09000029,Sutton,Year ending Sep 2002,170053.14996,150000.0
E09000030,Tower Hamlets,Year ending Sep 2002,217653.14417,197500.0
E09000031,Waltham Forest,Year ending Sep 2002,146818.66162,140000.0
E09000032,Wandsworth,Year ending Sep 2002,274950.49748,227000.0
E09000033,Westminster,Year ending Sep 2002,433570.03072,310000.0
E12000001,North East,Year ending Sep 2002,72606.743492,59500.0
E12000002,North West,Year ending Sep 2002,84537.198227,67500.0
E12000003,Yorkshire And The Humber,Year ending Sep 2002,82382.945473,66950.0
E12000004,East Midlands,Year ending Sep 2002,96261.678851,79950.0
E12000005,West Midlands,Year ending Sep 2002,105542.53265,85000.0
E12000006,East of England,Year ending Sep 2002,141506.00703,118500.0
E12000007,London,Year ending Sep 2002,224615.6595,174000.0
E12000008,South East,Year ending Sep 2002,173159.95362,140000.0
E12000009,South West,Year ending Sep 2002,136063.7891,115000.0
E92000001,England,Year ending Sep 2002,134098.21448,106000.0
W92000004,Wales,Year ending Sep 2002,81854.934224,67500.0
K04000001,England And Wales,Year ending Sep 2002,131492.98345,104000.0
E09000001,City of London,Year ending Dec 2002,270879.48601,250000.0
E09000002,Barking and Dagenham,Year ending Dec 2002,118795.30104,115250.0
E09000003,Barnet,Year ending Dec 2002,257941.54371,207000.0
E09000004,Bexley,Year ending Dec 2002,151225.43788,139500.0
E09000005,Brent,Year ending Dec 2002,210014.36378,187000.0
E09000006,Bromley,Year ending Dec 2002,209251.68063,176820.0
E09000007,Camden,Year ending Dec 2002,377032.83861,279950.0
E09000008,Croydon,Year ending Dec 2002,172273.61527,150100.0
E09000009,Ealing,Year ending Dec 2002,227974.26623,190000.0
E09000010,Enfield,Year ending Dec 2002,178250.39798,153000.0
E09000011,Greenwich,Year ending Dec 2002,176529.05508,150000.0
E09000012,Hackney,Year ending Dec 2002,204118.65215,180000.0
E09000013,Hammersmith and Fulham,Year ending Dec 2002,345433.78319,265000.0
E09000014,Haringey,Year ending Dec 2002,226532.8934,180000.0
E09000015,Harrow,Year ending Dec 2002,221864.37891,197475.0
E09000016,Havering,Year ending Dec 2002,163233.62155,145000.0
E09000017,Hillingdon,Year ending Dec 2002,183959.39408,166950.0
E09000018,Hounslow,Year ending Dec 2002,214366.98762,174950.0
E09000019,Islington,Year ending Dec 2002,292152.83211,245000.0
E09000020,Kensington and Chelsea,Year ending Dec 2002,615561.75652,399450.0
E09000021,Kingston upon Thames,Year ending Dec 2002,232365.2986,198000.0
E09000022,Lambeth,Year ending Dec 2002,232539.6165,195000.0
E09000023,Lewisham,Year ending Dec 2002,161305.38299,145000.0
E09000024,Merton,Year ending Dec 2002,234691.6197,185000.0
E09000025,Newham,Year ending Dec 2002,145562.95263,141000.0
E09000026,Redbridge,Year ending Dec 2002,185696.87932,168000.0
E09000027,Richmond upon Thames,Year ending Dec 2002,324221.16887,249950.0
E09000028,Southwark,Year ending Dec 2002,221727.41712,190000.0
E09000029,Sutton,Year ending Dec 2002,177431.79265,156000.0
E09000030,Tower Hamlets,Year ending Dec 2002,222708.30119,200000.0
E09000031,Waltham Forest,Year ending Dec 2002,155056.14536,149000.0
E09000032,Wandsworth,Year ending Dec 2002,285773.04793,235000.0
E09000033,Westminster,Year ending Dec 2002,440782.82008,319475.0
E12000001,North East,Year ending Dec 2002,76205.06336,60000.0
E12000002,North West,Year ending Dec 2002,88315.123193,70000.0
E12000003,Yorkshire And The Humber,Year ending Dec 2002,86820.704407,70000.0
E12000004,East Midlands,Year ending Dec 2002,102317.36509,85000.0
E12000005,West Midlands,Year ending Dec 2002,111133.82093,89950.0
E12000006,East of England,Year ending Dec 2002,149286.33741,125000.0
E12000007,London,Year ending Dec 2002,233259.39313,180000.0
E12000008,South East,Year ending Dec 2002,181320.24452,148000.0
E12000009,South West,Year ending Dec 2002,144181.69246,123000.0
E92000001,England,Year ending Dec 2002,140577.60437,114000.0
W92000004,Wales,Year ending Dec 2002,85999.934537,71000.0
K04000001,England And Wales,Year ending Dec 2002,137858.08535,110000.0
E09000001,City of London,Year ending Mar 2003,297951.49096,279500.0
E09000002,Barking and Dagenham,Year ending Mar 2003,126389.4701,124000.0
E09000003,Barnet,Year ending Mar 2003,263564.57303,214995.0
E09000004,Bexley,Year ending Mar 2003,157174.777,145000.0
E09000005,Brent,Year ending Mar 2003,216474.38449,194500.0
E09000006,Bromley,Year ending Mar 2003,218302.5975,185000.0
E09000007,Camden,Year ending Mar 2003,379877.73593,280000.0
E09000008,Croydon,Year ending Mar 2003,178499.11713,158000.0
E09000009,Ealing,Year ending Mar 2003,232589.22303,199000.0
E09000010,Enfield,Year ending Mar 2003,187500.6255,162000.0
E09000011,Greenwich,Year ending Mar 2003,179014.96153,153500.0
E09000012,Hackney,Year ending Mar 2003,209715.92723,185762.5
E09000013,Hammersmith and Fulham,Year ending Mar 2003,349454.66255,270000.0
E09000014,Haringey,Year ending Mar 2003,233363.59132,185000.0
E09000015,Harrow,Year ending Mar 2003,227398.09219,205000.0
E09000016,Havering,Year ending Mar 2003,170640.5141,152500.0
E09000017,Hillingdon,Year ending Mar 2003,192215.14469,175000.0
E09000018,Hounslow,Year ending Mar 2003,219223.33259,179950.0
E09000019,Islington,Year ending Mar 2003,293726.99497,245000.0
E09000020,Kensington and Chelsea,Year ending Mar 2003,626981.01281,407250.0
E09000021,Kingston upon Thames,Year ending Mar 2003,237295.36471,202500.0
E09000022,Lambeth,Year ending Mar 2003,237245.14025,200000.0
E09000023,Lewisham,Year ending Mar 2003,167604.55792,150000.0
E09000024,Merton,Year ending Mar 2003,239482.26879,191500.0
E09000025,Newham,Year ending Mar 2003,153882.46787,149999.0
E09000026,Redbridge,Year ending Mar 2003,193812.54197,175000.0
E09000027,Richmond upon Thames,Year ending Mar 2003,331226.7714,250000.0
E09000028,Southwark,Year ending Mar 2003,226887.35029,194000.0
E09000029,Sutton,Year ending Mar 2003,183932.87308,163000.0
E09000030,Tower Hamlets,Year ending Mar 2003,226995.62288,205000.0
E09000031,Waltham Forest,Year ending Mar 2003,162167.53193,155000.0
E09000032,Wandsworth,Year ending Mar 2003,292726.7363,240000.0
E09000033,Westminster,Year ending Mar 2003,444678.15463,320000.0
E12000001,North East,Year ending Mar 2003,78790.451331,64000.0
E12000002,North West,Year ending Mar 2003,91113.950538,73000.0
E12000003,Yorkshire And The Humber,Year ending Mar 2003,90240.139694,74000.0
E12000004,East Midlands,Year ending Mar 2003,106957.15293,89000.0
E12000005,West Midlands,Year ending Mar 2003,115638.01816,92995.0
E12000006,East of England,Year ending Mar 2003,155318.71174,130000.0
E12000007,London,Year ending Mar 2003,238408.52336,186500.0
E12000008,South East,Year ending Mar 2003,187272.74354,153000.0
E12000009,South West,Year ending Mar 2003,150455.89115,128000.0
E92000001,England,Year ending Mar 2003,145129.78205,118500.0
W92000004,Wales,Year ending Mar 2003,89441.872085,74950.0
K04000001,England And Wales,Year ending Mar 2003,142363.11288,115000.0
E09000001,City of London,Year ending Jun 2003,313641.40839,290000.0
E09000002,Barking and Dagenham,Year ending Jun 2003,134500.41589,131995.0
E09000003,Barnet,Year ending Jun 2003,270942.62744,220000.0
E09000004,Bexley,Year ending Jun 2003,164153.08162,153497.5
E09000005,Brent,Year ending Jun 2003,222445.55551,200000.0
E09000006,Bromley,Year ending Jun 2003,227314.05464,190000.0
E09000007,Camden,Year ending Jun 2003,389018.87115,285000.0
E09000008,Croydon,Year ending Jun 2003,184661.19976,163000.0
E09000009,Ealing,Year ending Jun 2003,237964.00034,206500.0
E09000010,Enfield,Year ending Jun 2003,194934.01722,169995.0
E09000011,Greenwich,Year ending Jun 2003,184351.69833,159995.0
E09000012,Hackney,Year ending Jun 2003,215013.03884,190000.0
E09000013,Hammersmith and Fulham,Year ending Jun 2003,349789.81846,273000.0
E09000014,Haringey,Year ending Jun 2003,236680.25189,189250.0
E09000015,Harrow,Year ending Jun 2003,237056.97473,216000.0
E09000016,Havering,Year ending Jun 2003,177265.79794,160000.0
E09000017,Hillingdon,Year ending Jun 2003,199143.7387,181000.0
E09000018,Hounslow,Year ending Jun 2003,225600.12093,185000.0
E09000019,Islington,Year ending Jun 2003,292165.5753,247500.0
E09000020,Kensington and Chelsea,Year ending Jun 2003,631484.73054,400000.0
E09000021,Kingston upon Thames,Year ending Jun 2003,239480.38246,210000.0
E09000022,Lambeth,Year ending Jun 2003,237323.25153,202000.0
E09000023,Lewisham,Year ending Jun 2003,172469.52825,155000.0
E09000024,Merton,Year ending Jun 2003,243405.956,195000.0
E09000025,Newham,Year ending Jun 2003,162309.25777,158500.0
E09000026,Redbridge,Year ending Jun 2003,200412.26921,181000.0
E09000027,Richmond upon Thames,Year ending Jun 2003,340907.52942,255000.0
E09000028,Southwark,Year ending Jun 2003,229419.85418,195000.0
E09000029,Sutton,Year ending Jun 2003,190310.70381,168250.0
E09000030,Tower Hamlets,Year ending Jun 2003,231763.72928,210000.0
E09000031,Waltham Forest,Year ending Jun 2003,168845.26904,162000.0
E09000032,Wandsworth,Year ending Jun 2003,293002.6949,240000.0
E09000033,Westminster,Year ending Jun 2003,441256.17439,320000.0
E12000001,North East,Year ending Jun 2003,82877.861967,67500.0
E12000002,North West,Year ending Jun 2003,94566.811767,76000.0
E12000003,Yorkshire And The Humber,Year ending Jun 2003,94702.424804,77950.0
E12000004,East Midlands,Year ending Jun 2003,112816.35162,94000.0
E12000005,West Midlands,Year ending Jun 2003,120422.6321,97000.0
E12000006,East of England,Year ending Jun 2003,161818.95019,136000.0
E12000007,London,Year ending Jun 2003,241725.91369,190000.0
E12000008,South East,Year ending Jun 2003,193386.43792,159950.0
E12000009,South West,Year ending Jun 2003,157237.94745,134950.0
E92000001,England,Year ending Jun 2003,149146.289,123000.0
W92000004,Wales,Year ending Jun 2003,93472.71811,78000.0
K04000001,England And Wales,Year ending Jun 2003,146318.60282,120000.0
E09000001,City of London,Year ending Sep 2003,319897.71304,290000.0
E09000002,Barking and Dagenham,Year ending Sep 2003,140557.54619,137000.0
E09000003,Barnet,Year ending Sep 2003,273805.08691,225000.0
E09000004,Bexley,Year ending Sep 2003,169996.36356,159000.0
E09000005,Brent,Year ending Sep 2003,226903.79935,206000.0
E09000006,Bromley,Year ending Sep 2003,233277.74587,198500.0
E09000007,Camden,Year ending Sep 2003,382412.53233,280000.0
E09000008,Croydon,Year ending Sep 2003,191175.12011,168000.0
E09000009,Ealing,Year ending Sep 2003,236965.21152,209000.0
E09000010,Enfield,Year ending Sep 2003,200801.05436,175000.0
E09000011,Greenwich,Year ending Sep 2003,189959.71423,165000.0
E09000012,Hackney,Year ending Sep 2003,221085.74872,195000.0
E09000013,Hammersmith and Fulham,Year ending Sep 2003,352980.20787,276490.0
E09000014,Haringey,Year ending Sep 2003,235836.32065,190000.0
E09000015,Harrow,Year ending Sep 2003,246672.76314,225000.0
E09000016,Havering,Year ending Sep 2003,185001.77918,168500.0
E09000017,Hillingdon,Year ending Sep 2003,205967.47228,187000.0
E09000018,Hounslow,Year ending Sep 2003,229634.29765,192500.0
E09000019,Islington,Year ending Sep 2003,295197.16372,248000.0
E09000020,Kensington and Chelsea,Year ending Sep 2003,637386.17436,395000.0
E09000021,Kingston upon Thames,Year ending Sep 2003,240951.21554,215000.0
E09000022,Lambeth,Year ending Sep 2003,238100.71526,204675.0
E09000023,Lewisham,Year ending Sep 2003,179528.40895,160000.0
E09000024,Merton,Year ending Sep 2003,242450.66106,199000.0
E09000025,Newham,Year ending Sep 2003,169652.66622,166000.0
E09000026,Redbridge,Year ending Sep 2003,206461.50615,189000.0
E09000027,Richmond upon Thames,Year ending Sep 2003,344508.46119,266000.0
E09000028,Southwark,Year ending Sep 2003,235119.03993,200000.0
E09000029,Sutton,Year ending Sep 2003,194446.69984,172500.0
E09000030,Tower Hamlets,Year ending Sep 2003,234072.86862,208500.0
E09000031,Waltham Forest,Year ending Sep 2003,174065.40004,167000.0
E09000032,Wandsworth,Year ending Sep 2003,292862.94455,240000.0
E09000033,Westminster,Year ending Sep 2003,448005.79492,325000.0
E12000001,North East,Year ending Sep 2003,88373.726092,72000.0
E12000002,North West,Year ending Sep 2003,98931.968652,80000.0
E12000003,Yorkshire And The Humber,Year ending Sep 2003,99912.795861,82500.0
E12000004,East Midlands,Year ending Sep 2003,119017.87092,99950.0
E12000005,West Midlands,Year ending Sep 2003,125158.0657,103000.0
E12000006,East of England,Year ending Sep 2003,167093.96043,140000.0
E12000007,London,Year ending Sep 2003,245449.88382,195000.0
E12000008,South East,Year ending Sep 2003,198607.27743,165000.0
E12000009,South West,Year ending Sep 2003,163470.17507,139950.0
E92000001,England,Year ending Sep 2003,153311.6337,127000.0
W92000004,Wales,Year ending Sep 2003,98290.02738,82500.0
K04000001,England And Wales,Year ending Sep 2003,150482.64326,125000.0
E09000001,City of London,Year ending Dec 2003,322733.32712,285000.0
E09000002,Barking and Dagenham,Year ending Dec 2003,145661.25234,140000.0
E09000003,Barnet,Year ending Dec 2003,284178.03295,233000.0
E09000004,Bexley,Year ending Dec 2003,174983.58593,163000.0
E09000005,Brent,Year ending Dec 2003,230062.12622,210000.0
E09000006,Bromley,Year ending Dec 2003,238065.77896,205000.0
E09000007,Camden,Year ending Dec 2003,377836.21298,273000.0
E09000008,Croydon,Year ending Dec 2003,196227.84357,172000.0
